FID,Entity,GRID_ID,longitude,latitude
1379,LWPolyline,"19,41",72.83037962,33.75771303
1380,LWPolyline,"19,40",72.83041251,33.75771263
1381,LWPolyline,"19,39",72.8304454,33.75771222
1382,LWPolyline,"19,38",72.8304783,33.75771181
1383,LWPolyline,"19,37",72.83051119,33.75771141
1384,LWPolyline,"19,36",72.83054408,33.757711
1385,LWPolyline,"19,35",72.83057697,33.7577106
1386,LWPolyline,"19,34",72.83060987,33.75771019
1387,LWPolyline,"20,106",72.82824111,33.75771194
1388,LWPolyline,"20,105",72.82827401,33.75771154
1389,LWPolyline,"20,104",72.8283069,33.75771113
1390,LWPolyline,"20,103",72.82833979,33.75771073
1391,LWPolyline,"20,102",72.82837268,33.75771032
1392,LWPolyline,"20,101",72.82840558,33.75770992
1393,LWPolyline,"20,100",72.82843847,33.75770951
1394,LWPolyline,"20,99",72.82847136,33.7577091
1395,LWPolyline,"20,98",72.82850425,33.7577087
1396,LWPolyline,"20,97",72.82853715,33.75770829
1397,LWPolyline,"20,96",72.82857004,33.75770789
1398,LWPolyline,"20,95",72.82860293,33.75770748
1399,LWPolyline,"20,94",72.82863582,33.75770708
1400,LWPolyline,"20,93",72.82866872,33.75770667
1401,LWPolyline,"20,92",72.82870161,33.75770626
1402,LWPolyline,"20,91",72.8287345,33.75770586
1403,LWPolyline,"20,90",72.8287674,33.75770545
1404,LWPolyline,"20,89",72.82880029,33.75770505
1405,LWPolyline,"20,88",72.82883318,33.75770464
1406,LWPolyline,"20,87",72.82886607,33.75770424
1407,LWPolyline,"20,86",72.82889897,33.75770383
1408,LWPolyline,"20,85",72.82893186,33.75770342
1409,LWPolyline,"20,84",72.82896475,33.75770302
1410,LWPolyline,"20,83",72.82899764,33.75770261
1411,LWPolyline,"20,82",72.82903054,33.75770221
1412,LWPolyline,"20,81",72.82906343,33.7577018
1413,LWPolyline,"20,80",72.82909632,33.75770139
1414,LWPolyline,"20,79",72.82912921,33.75770099
1415,LWPolyline,"20,78",72.82916211,33.75770058
1416,LWPolyline,"20,77",72.829195,33.75770018
1417,LWPolyline,"20,76",72.82922789,33.75769977
1418,LWPolyline,"20,75",72.82926078,33.75769936
1419,LWPolyline,"20,74",72.82929368,33.75769896
1420,LWPolyline,"20,73",72.82932657,33.75769855
1421,LWPolyline,"20,72",72.82935946,33.75769815
1422,LWPolyline,"20,71",72.82939235,33.75769774
1423,LWPolyline,"20,70",72.82942525,33.75769733
1424,LWPolyline,"20,69",72.82945814,33.75769693
1425,LWPolyline,"20,68",72.82949103,33.75769652
1426,LWPolyline,"20,67",72.82952392,33.75769612
1427,LWPolyline,"20,66",72.82955682,33.75769571
1428,LWPolyline,"20,65",72.82958971,33.75769531
1429,LWPolyline,"20,64",72.8296226,33.7576949
1430,LWPolyline,"20,63",72.8296555,33.75769449
1431,LWPolyline,"20,62",72.82968839,33.75769409
1432,LWPolyline,"20,61",72.82972128,33.75769368
1433,LWPolyline,"20,60",72.82975417,33.75769328
1434,LWPolyline,"20,59",72.82978707,33.75769287
1435,LWPolyline,"20,58",72.82981996,33.75769246
1436,LWPolyline,"20,57",72.82985285,33.75769206
1437,LWPolyline,"20,56",72.82988574,33.75769165
1438,LWPolyline,"20,55",72.82991864,33.75769124
1439,LWPolyline,"20,54",72.82995153,33.75769084
1440,LWPolyline,"20,53",72.82998442,33.75769043
1441,LWPolyline,"20,52",72.83001731,33.75769003
1442,LWPolyline,"20,51",72.83005021,33.75768962
1443,LWPolyline,"20,50",72.8300831,33.75768921
1444,LWPolyline,"20,49",72.83011599,33.75768881
1445,LWPolyline,"20,48",72.83014888,33.7576884
1446,LWPolyline,"20,47",72.83018178,33.757688
1447,LWPolyline,"20,46",72.83021467,33.75768759
1448,LWPolyline,"20,45",72.83024756,33.75768718
1449,LWPolyline,"20,44",72.83028045,33.75768678
1450,LWPolyline,"20,43",72.83031335,33.75768637
1451,LWPolyline,"20,42",72.83034624,33.75768596
1452,LWPolyline,"20,41",72.83037913,33.75768556
1453,LWPolyline,"20,40",72.83041202,33.75768515
1454,LWPolyline,"20,39",72.83044492,33.75768475
1455,LWPolyline,"20,38",72.83047781,33.75768434
1456,LWPolyline,"20,37",72.8305107,33.75768393
1457,LWPolyline,"20,36",72.83054359,33.75768353
1458,LWPolyline,"20,35",72.83057649,33.75768312
1459,LWPolyline,"20,34",72.83060938,33.75768271
1460,LWPolyline,"21,106",72.82824063,33.75768447
1461,LWPolyline,"21,105",72.82827352,33.75768406
1462,LWPolyline,"21,104",72.82830641,33.75768366
1463,LWPolyline,"21,103",72.82833931,33.75768325
1464,LWPolyline,"21,102",72.8283722,33.75768285
1465,LWPolyline,"21,101",72.82840509,33.75768244
1466,LWPolyline,"21,100",72.82843798,33.75768204
1467,LWPolyline,"21,99",72.82847088,33.75768163
1468,LWPolyline,"21,98",72.82850377,33.75768122
1469,LWPolyline,"21,97",72.82853666,33.75768082
1470,LWPolyline,"21,96",72.82856955,33.75768041
1471,LWPolyline,"21,95",72.82860245,33.75768001
1472,LWPolyline,"21,94",72.82863534,33.7576796
1473,LWPolyline,"21,93",72.82866823,33.7576792
1474,LWPolyline,"21,92",72.82870112,33.75767879
1475,LWPolyline,"21,91",72.82873402,33.75767838
1476,LWPolyline,"21,90",72.82876691,33.75767798
1477,LWPolyline,"21,89",72.8287998,33.75767757
1478,LWPolyline,"21,88",72.82883269,33.75767717
1479,LWPolyline,"21,87",72.82886559,33.75767676
1480,LWPolyline,"21,86",72.82889848,33.75767636
1481,LWPolyline,"21,85",72.82893137,33.75767595
1482,LWPolyline,"21,84",72.82896426,33.75767554
1483,LWPolyline,"21,83",72.82899716,33.75767514
1484,LWPolyline,"21,82",72.82903005,33.75767473
1485,LWPolyline,"21,81",72.82906294,33.75767433
1486,LWPolyline,"21,80",72.82909583,33.75767392
1487,LWPolyline,"21,79",72.82912873,33.75767351
1488,LWPolyline,"21,78",72.82916162,33.75767311
1489,LWPolyline,"21,77",72.82919451,33.7576727
1490,LWPolyline,"21,76",72.8292274,33.7576723
1491,LWPolyline,"21,75",72.8292603,33.75767189
1492,LWPolyline,"21,74",72.82929319,33.75767148
1493,LWPolyline,"21,73",72.82932608,33.75767108
1494,LWPolyline,"21,72",72.82935898,33.75767067
1495,LWPolyline,"21,71",72.82939187,33.75767027
1496,LWPolyline,"21,70",72.82942476,33.75766986
1497,LWPolyline,"21,69",72.82945765,33.75766945
1498,LWPolyline,"21,68",72.82949055,33.75766905
1499,LWPolyline,"21,67",72.82952344,33.75766864
1500,LWPolyline,"21,66",72.82955633,33.75766824
1501,LWPolyline,"21,65",72.82958922,33.75766783
1502,LWPolyline,"21,64",72.82962212,33.75766742
1503,LWPolyline,"21,63",72.82965501,33.75766702
1504,LWPolyline,"21,62",72.8296879,33.75766661
1505,LWPolyline,"21,61",72.82972079,33.75766621
1506,LWPolyline,"21,60",72.82975369,33.7576658
1507,LWPolyline,"21,59",72.82978658,33.75766539
1508,LWPolyline,"21,58",72.82981947,33.75766499
1509,LWPolyline,"21,57",72.82985236,33.75766458
1510,LWPolyline,"21,56",72.82988526,33.75766418
1511,LWPolyline,"21,55",72.82991815,33.75766377
1512,LWPolyline,"21,54",72.82995104,33.75766336
1513,LWPolyline,"21,53",72.82998393,33.75766296
1514,LWPolyline,"21,52",72.83001683,33.75766255
1515,LWPolyline,"21,51",72.83004972,33.75766215
1516,LWPolyline,"21,50",72.83008261,33.75766174
1517,LWPolyline,"21,49",72.8301155,33.75766133
1518,LWPolyline,"21,48",72.8301484,33.75766093
1519,LWPolyline,"21,47",72.83018129,33.75766052
1520,LWPolyline,"21,46",72.83021418,33.75766012
1521,LWPolyline,"21,45",72.83024708,33.75765971
1522,LWPolyline,"21,44",72.83027997,33.7576593
1523,LWPolyline,"21,43",72.83031286,33.7576589
1524,LWPolyline,"21,42",72.83034575,33.75765849
1525,LWPolyline,"21,41",72.83037865,33.75765808
1526,LWPolyline,"21,40",72.83041154,33.75765768
1527,LWPolyline,"21,39",72.83044443,33.75765727
1528,LWPolyline,"21,38",72.83047732,33.75765687
1529,LWPolyline,"21,37",72.83051022,33.75765646
1530,LWPolyline,"21,36",72.83054311,33.75765605
1531,LWPolyline,"21,35",72.830576,33.75765565
1532,LWPolyline,"21,34",72.83060889,33.75765524
1533,LWPolyline,"22,106",72.82824014,33.757657
1534,LWPolyline,"22,105",72.82827304,33.75765659
1535,LWPolyline,"22,104",72.82830593,33.75765618
1536,LWPolyline,"22,103",72.82833882,33.75765578
1537,LWPolyline,"22,102",72.82837171,33.75765537
1538,LWPolyline,"22,101",72.82840461,33.75765497
1539,LWPolyline,"22,100",72.8284375,33.75765456
1540,LWPolyline,"22,99",72.82847039,33.75765416
1541,LWPolyline,"22,98",72.82850328,33.75765375
1542,LWPolyline,"22,97",72.82853618,33.75765334
1543,LWPolyline,"22,96",72.82856907,33.75765294
1544,LWPolyline,"22,95",72.82860196,33.75765253
1545,LWPolyline,"22,94",72.82863485,33.75765213
1546,LWPolyline,"22,93",72.82866775,33.75765172
1547,LWPolyline,"22,92",72.82870064,33.75765132
1548,LWPolyline,"22,91",72.82873353,33.75765091
1549,LWPolyline,"22,90",72.82876642,33.7576505
1550,LWPolyline,"22,89",72.82879932,33.7576501
1551,LWPolyline,"22,88",72.82883221,33.75764969
1552,LWPolyline,"22,87",72.8288651,33.75764929
1553,LWPolyline,"22,86",72.82889799,33.75764888
1554,LWPolyline,"22,85",72.82893089,33.75764848
1555,LWPolyline,"22,84",72.82896378,33.75764807
1556,LWPolyline,"22,83",72.82899667,33.75764766
1557,LWPolyline,"22,82",72.82902956,33.75764726
1558,LWPolyline,"22,81",72.82906246,33.75764685
1559,LWPolyline,"22,80",72.82909535,33.75764645
1560,LWPolyline,"22,79",72.82912824,33.75764604
1561,LWPolyline,"22,78",72.82916113,33.75764563
1562,LWPolyline,"22,77",72.82919403,33.75764523
1563,LWPolyline,"22,76",72.82922692,33.75764482
1564,LWPolyline,"22,75",72.82925981,33.75764442
1565,LWPolyline,"22,74",72.8292927,33.75764401
1566,LWPolyline,"22,73",72.8293256,33.7576436
1567,LWPolyline,"22,72",72.82935849,33.7576432
1568,LWPolyline,"22,71",72.82939138,33.75764279
1569,LWPolyline,"22,70",72.82942427,33.75764239
1570,LWPolyline,"22,69",72.82945717,33.75764198
1571,LWPolyline,"22,68",72.82949006,33.75764158
1572,LWPolyline,"22,67",72.82952295,33.75764117
1573,LWPolyline,"22,66",72.82955584,33.75764076
1574,LWPolyline,"22,65",72.82958874,33.75764036
1575,LWPolyline,"22,64",72.82962163,33.75763995
1576,LWPolyline,"22,63",72.82965452,33.75763955
1577,LWPolyline,"22,62",72.82968741,33.75763914
1578,LWPolyline,"22,61",72.82972031,33.75763873
1579,LWPolyline,"22,60",72.8297532,33.75763833
1580,LWPolyline,"22,59",72.82978609,33.75763792
1581,LWPolyline,"22,58",72.82981899,33.75763751
1582,LWPolyline,"22,57",72.82985188,33.75763711
1583,LWPolyline,"22,56",72.82988477,33.7576367
1584,LWPolyline,"22,55",72.82991766,33.7576363
1585,LWPolyline,"22,54",72.82995056,33.75763589
1586,LWPolyline,"22,53",72.82998345,33.75763548
1587,LWPolyline,"22,52",72.83001634,33.75763508
1588,LWPolyline,"22,51",72.83004923,33.75763467
1589,LWPolyline,"22,50",72.83008213,33.75763427
1590,LWPolyline,"22,49",72.83011502,33.75763386
1591,LWPolyline,"22,48",72.83014791,33.75763345
1592,LWPolyline,"22,47",72.8301808,33.75763305
1593,LWPolyline,"22,46",72.8302137,33.75763264
1594,LWPolyline,"22,45",72.83024659,33.75763223
1595,LWPolyline,"22,44",72.83027948,33.75763183
1596,LWPolyline,"22,43",72.83031237,33.75763142
1597,LWPolyline,"22,42",72.83034527,33.75763102
1598,LWPolyline,"22,41",72.83037816,33.75763061
1599,LWPolyline,"22,40",72.83041105,33.7576302
1600,LWPolyline,"22,39",72.83044394,33.7576298
1601,LWPolyline,"22,38",72.83047684,33.75762939
1602,LWPolyline,"22,37",72.83050973,33.75762898
1603,LWPolyline,"22,36",72.83054262,33.75762858
1604,LWPolyline,"22,35",72.83057551,33.75762817
1605,LWPolyline,"22,34",72.83060841,33.75762777
1606,LWPolyline,"23,102",72.82837123,33.7576279
1607,LWPolyline,"23,101",72.82840412,33.75762749
1608,LWPolyline,"23,100",72.82843701,33.75762709
1609,LWPolyline,"23,99",72.82846991,33.75762668
1610,LWPolyline,"23,98",72.8285028,33.75762628
1611,LWPolyline,"23,97",72.82853569,33.75762587
1612,LWPolyline,"23,96",72.82856858,33.75762546
1613,LWPolyline,"23,95",72.82860148,33.75762506
1614,LWPolyline,"23,94",72.82863437,33.75762465
1615,LWPolyline,"23,93",72.82866726,33.75762425
1616,LWPolyline,"23,92",72.82870015,33.75762384
1617,LWPolyline,"23,91",72.82873305,33.75762344
1618,LWPolyline,"23,90",72.82876594,33.75762303
1619,LWPolyline,"23,89",72.82879883,33.75762262
1620,LWPolyline,"23,88",72.82883172,33.75762222
1621,LWPolyline,"23,87",72.82886462,33.75762181
1622,LWPolyline,"23,86",72.82889751,33.75762141
1623,LWPolyline,"23,85",72.8289304,33.757621
1624,LWPolyline,"23,84",72.82896329,33.7576206
1625,LWPolyline,"23,83",72.82899619,33.75762019
1626,LWPolyline,"23,82",72.82902908,33.75761978
1627,LWPolyline,"23,81",72.82906197,33.75761938
1628,LWPolyline,"23,80",72.82909486,33.75761897
1629,LWPolyline,"23,79",72.82912776,33.75761857
1630,LWPolyline,"23,78",72.82916065,33.75761816
1631,LWPolyline,"23,77",72.82919354,33.75761775
1632,LWPolyline,"23,76",72.82922643,33.75761735
1633,LWPolyline,"23,75",72.82925933,33.75761694
1634,LWPolyline,"23,74",72.82929222,33.75761654
1635,LWPolyline,"23,73",72.82932511,33.75761613
1636,LWPolyline,"23,72",72.829358,33.75761572
1637,LWPolyline,"23,71",72.8293909,33.75761532
1638,LWPolyline,"23,70",72.82942379,33.75761491
1639,LWPolyline,"23,69",72.82945668,33.75761451
1640,LWPolyline,"23,68",72.82948957,33.7576141
1641,LWPolyline,"23,67",72.82952247,33.75761369
1642,LWPolyline,"23,66",72.82955536,33.75761329
1643,LWPolyline,"23,65",72.82958825,33.75761288
1644,LWPolyline,"23,64",72.82962114,33.75761248
1645,LWPolyline,"23,63",72.82965404,33.75761207
1646,LWPolyline,"23,62",72.82968693,33.75761166
1647,LWPolyline,"23,61",72.82971982,33.75761126
1648,LWPolyline,"23,60",72.82975271,33.75761085
1649,LWPolyline,"23,59",72.82978561,33.75761045
1650,LWPolyline,"23,58",72.8298185,33.75761004
1651,LWPolyline,"23,57",72.82985139,33.75760963
1652,LWPolyline,"23,56",72.82988428,33.75760923
1653,LWPolyline,"23,55",72.82991718,33.75760882
1654,LWPolyline,"23,54",72.82995007,33.75760842
1655,LWPolyline,"23,53",72.82998296,33.75760801
1656,LWPolyline,"23,52",72.83001585,33.7576076
1657,LWPolyline,"23,51",72.83004875,33.7576072
1658,LWPolyline,"23,50",72.83008164,33.75760679
1659,LWPolyline,"23,49",72.83011453,33.75760639
1660,LWPolyline,"23,48",72.83014742,33.75760598
1661,LWPolyline,"23,47",72.83018032,33.75760557
1662,LWPolyline,"23,46",72.83021321,33.75760517
1663,LWPolyline,"23,45",72.8302461,33.75760476
1664,LWPolyline,"23,44",72.83027899,33.75760435
1665,LWPolyline,"23,43",72.83031189,33.75760395
1666,LWPolyline,"23,42",72.83034478,33.75760354
1667,LWPolyline,"23,41",72.83037767,33.75760314
1668,LWPolyline,"23,40",72.83041056,33.75760273
1669,LWPolyline,"23,39",72.83044346,33.75760232
1670,LWPolyline,"23,38",72.83047635,33.75760192
1671,LWPolyline,"23,37",72.83050924,33.75760151
1672,LWPolyline,"23,36",72.83054214,33.7576011
1673,LWPolyline,"23,35",72.83057503,33.7576007
1674,LWPolyline,"23,34",72.83060792,33.75760029
1675,LWPolyline,"24,102",72.82837074,33.75760043
1676,LWPolyline,"24,101",72.82840363,33.75760002
1677,LWPolyline,"24,100",72.82843653,33.75759961
1678,LWPolyline,"24,99",72.82846942,33.75759921
1679,LWPolyline,"24,98",72.82850231,33.7575988
1680,LWPolyline,"24,97",72.8285352,33.7575984
1681,LWPolyline,"24,96",72.8285681,33.75759799
1682,LWPolyline,"24,95",72.82860099,33.75759759
1683,LWPolyline,"24,94",72.82863388,33.75759718
1684,LWPolyline,"24,93",72.82866677,33.75759677
1685,LWPolyline,"24,92",72.82869967,33.75759637
1686,LWPolyline,"24,91",72.82873256,33.75759596
1687,LWPolyline,"24,90",72.82876545,33.75759556
1688,LWPolyline,"24,89",72.82879834,33.75759515
1689,LWPolyline,"24,88",72.82883124,33.75759474
1690,LWPolyline,"24,87",72.82886413,33.75759434
1691,LWPolyline,"24,86",72.82889702,33.75759393
1692,LWPolyline,"24,85",72.82892991,33.75759353
1693,LWPolyline,"24,84",72.82896281,33.75759312
1694,LWPolyline,"24,83",72.8289957,33.75759272
1695,LWPolyline,"24,82",72.82902859,33.75759231
1696,LWPolyline,"24,81",72.82906148,33.7575919
1697,LWPolyline,"24,80",72.82909438,33.7575915
1698,LWPolyline,"24,79",72.82912727,33.75759109
1699,LWPolyline,"24,78",72.82916016,33.75759069
1700,LWPolyline,"24,77",72.82919306,33.75759028
1701,LWPolyline,"24,76",72.82922595,33.75758987
1702,LWPolyline,"24,75",72.82925884,33.75758947
1703,LWPolyline,"24,74",72.82929173,33.75758906
1704,LWPolyline,"24,73",72.82932463,33.75758866
1705,LWPolyline,"24,72",72.82935752,33.75758825
1706,LWPolyline,"24,71",72.82939041,33.75758784
1707,LWPolyline,"24,70",72.8294233,33.75758744
1708,LWPolyline,"24,69",72.8294562,33.75758703
1709,LWPolyline,"24,68",72.82948909,33.75758663
1710,LWPolyline,"24,67",72.82952198,33.75758622
1711,LWPolyline,"24,66",72.82955487,33.75758581
1712,LWPolyline,"24,65",72.82958777,33.75758541
1713,LWPolyline,"24,64",72.82962066,33.757585
1714,LWPolyline,"24,63",72.82965355,33.7575846
1715,LWPolyline,"24,62",72.82968644,33.75758419
1716,LWPolyline,"24,61",72.82971934,33.75758378
1717,LWPolyline,"24,60",72.82975223,33.75758338
1718,LWPolyline,"24,59",72.82978512,33.75758297
1719,LWPolyline,"24,58",72.82981801,33.75758257
1720,LWPolyline,"24,57",72.82985091,33.75758216
1721,LWPolyline,"24,56",72.8298838,33.75758175
1722,LWPolyline,"24,55",72.82991669,33.75758135
1723,LWPolyline,"24,54",72.82994958,33.75758094
1724,LWPolyline,"24,53",72.82998248,33.75758054
1725,LWPolyline,"24,52",72.83001537,33.75758013
1726,LWPolyline,"24,51",72.83004826,33.75757972
1727,LWPolyline,"24,50",72.83008115,33.75757932
1728,LWPolyline,"24,49",72.83011405,33.75757891
1729,LWPolyline,"24,48",72.83014694,33.75757851
1730,LWPolyline,"24,47",72.83017983,33.7575781
1731,LWPolyline,"24,46",72.83021272,33.75757769
1732,LWPolyline,"24,45",72.83024562,33.75757729
1733,LWPolyline,"24,44",72.83027851,33.75757688
1734,LWPolyline,"24,43",72.8303114,33.75757647
1735,LWPolyline,"24,42",72.83034429,33.75757607
1736,LWPolyline,"24,41",72.83037719,33.75757566
1737,LWPolyline,"24,40",72.83041008,33.75757526
1738,LWPolyline,"24,39",72.83044297,33.75757485
1739,LWPolyline,"24,38",72.83047586,33.75757444
1740,LWPolyline,"24,37",72.83050876,33.75757404
1741,LWPolyline,"24,36",72.83054165,33.75757363
1742,LWPolyline,"24,35",72.83057454,33.75757322
1743,LWPolyline,"24,34",72.83060743,33.75757282
1744,LWPolyline,"25,102",72.82837026,33.75757295
1745,LWPolyline,"25,101",72.82840315,33.75757255
1746,LWPolyline,"25,100",72.82843604,33.75757214
1747,LWPolyline,"25,99",72.82846893,33.75757173
1748,LWPolyline,"25,98",72.82850183,33.75757133
1749,LWPolyline,"25,97",72.82853472,33.75757092
1750,LWPolyline,"25,96",72.82856761,33.75757052
1751,LWPolyline,"25,95",72.8286005,33.75757011
1752,LWPolyline,"25,94",72.8286334,33.7575697
1753,LWPolyline,"25,93",72.82866629,33.7575693
1754,LWPolyline,"25,92",72.82869918,33.75756889
1755,LWPolyline,"25,91",72.82873207,33.75756849
1756,LWPolyline,"25,90",72.82876497,33.75756808
1757,LWPolyline,"25,89",72.82879786,33.75756768
1758,LWPolyline,"25,88",72.82883075,33.75756727
1759,LWPolyline,"25,87",72.82886364,33.75756687
1760,LWPolyline,"25,86",72.82889654,33.75756646
1761,LWPolyline,"25,85",72.82892943,33.75756605
1762,LWPolyline,"25,84",72.82896232,33.75756565
1763,LWPolyline,"25,83",72.82899521,33.75756524
1764,LWPolyline,"25,82",72.82902811,33.75756483
1765,LWPolyline,"25,81",72.829061,33.75756443
1766,LWPolyline,"25,80",72.82909389,33.75756402
1767,LWPolyline,"25,79",72.82912678,33.75756362
1768,LWPolyline,"25,78",72.82915968,33.75756321
1769,LWPolyline,"25,77",72.82919257,33.75756281
1770,LWPolyline,"25,76",72.82922546,33.7575624
1771,LWPolyline,"25,75",72.82925835,33.75756199
1772,LWPolyline,"25,74",72.82929125,33.75756159
1773,LWPolyline,"25,73",72.82932414,33.75756118
1774,LWPolyline,"25,72",72.82935703,33.75756078
1775,LWPolyline,"25,71",72.82938992,33.75756037
1776,LWPolyline,"25,70",72.82942282,33.75755996
1777,LWPolyline,"25,69",72.82945571,33.75755956
1778,LWPolyline,"25,68",72.8294886,33.75755915
1779,LWPolyline,"25,67",72.82952149,33.75755875
1780,LWPolyline,"25,66",72.82955439,33.75755834
1781,LWPolyline,"25,65",72.82958728,33.75755793
1782,LWPolyline,"25,64",72.82962017,33.75755753
1783,LWPolyline,"25,63",72.82965306,33.75755712
1784,LWPolyline,"25,62",72.82968596,33.75755672
1785,LWPolyline,"25,61",72.82971885,33.75755631
1786,LWPolyline,"25,60",72.82975174,33.7575559
1787,LWPolyline,"25,59",72.82978463,33.7575555
1788,LWPolyline,"25,58",72.82981753,33.75755509
1789,LWPolyline,"25,57",72.82985042,33.75755469
1790,LWPolyline,"25,56",72.82988331,33.75755428
1791,LWPolyline,"25,55",72.8299162,33.75755387
1792,LWPolyline,"25,54",72.8299491,33.75755347
1793,LWPolyline,"25,53",72.82998199,33.75755306
1794,LWPolyline,"25,52",72.83001488,33.75755266
1795,LWPolyline,"25,51",72.83004777,33.75755225
1796,LWPolyline,"25,50",72.83008067,33.75755184
1797,LWPolyline,"25,49",72.83011356,33.75755144
1798,LWPolyline,"25,48",72.83014645,33.75755103
1799,LWPolyline,"25,47",72.83017934,33.75755063
1800,LWPolyline,"25,46",72.83021224,33.75755022
1801,LWPolyline,"25,45",72.83024513,33.75754981
1802,LWPolyline,"25,44",72.83027802,33.75754941
1803,LWPolyline,"25,43",72.83031091,33.757549
1804,LWPolyline,"25,42",72.83034381,33.75754859
1805,LWPolyline,"25,41",72.8303767,33.75754819
1806,LWPolyline,"25,40",72.83040959,33.75754778
1807,LWPolyline,"25,39",72.83044249,33.75754738
1808,LWPolyline,"25,38",72.83047538,33.75754697
1809,LWPolyline,"25,37",72.83050827,33.75754656
1810,LWPolyline,"25,36",72.83054116,33.75754616
1811,LWPolyline,"25,35",72.83057406,33.75754575
1812,LWPolyline,"25,34",72.83060695,33.75754534
1813,LWPolyline,"26,102",72.82836977,33.75754548
1814,LWPolyline,"26,101",72.82840266,33.75754507
1815,LWPolyline,"26,100",72.82843556,33.75754467
1816,LWPolyline,"26,99",72.82846845,33.75754426
1817,LWPolyline,"26,98",72.82850134,33.75754385
1818,LWPolyline,"26,97",72.82853423,33.75754345
1819,LWPolyline,"26,96",72.82856713,33.75754304
1820,LWPolyline,"26,95",72.82860002,33.75754264
1821,LWPolyline,"26,94",72.82863291,33.75754223
1822,LWPolyline,"26,93",72.8286658,33.75754183
1823,LWPolyline,"26,92",72.82869869,33.75754142
1824,LWPolyline,"26,91",72.82873159,33.75754101
1825,LWPolyline,"26,90",72.82876448,33.75754061
1826,LWPolyline,"26,89",72.82879737,33.7575402
1827,LWPolyline,"26,88",72.82883027,33.7575398
1828,LWPolyline,"26,87",72.82886316,33.75753939
1829,LWPolyline,"26,86",72.82889605,33.75753898
1830,LWPolyline,"26,85",72.82892894,33.75753858
1831,LWPolyline,"26,84",72.82896184,33.75753817
1832,LWPolyline,"26,83",72.82899473,33.75753777
1833,LWPolyline,"26,82",72.82902762,33.75753736
1834,LWPolyline,"26,81",72.82906051,33.75753696
1835,LWPolyline,"26,80",72.8290934,33.75753655
1836,LWPolyline,"26,79",72.8291263,33.75753614
1837,LWPolyline,"26,78",72.82915919,33.75753574
1838,LWPolyline,"26,77",72.82919208,33.75753533
1839,LWPolyline,"26,76",72.82922498,33.75753493
1840,LWPolyline,"26,75",72.82925787,33.75753452
1841,LWPolyline,"26,74",72.82929076,33.75753411
1842,LWPolyline,"26,73",72.82932365,33.75753371
1843,LWPolyline,"26,72",72.82935655,33.7575333
1844,LWPolyline,"26,71",72.82938944,33.7575329
1845,LWPolyline,"26,70",72.82942233,33.75753249
1846,LWPolyline,"26,69",72.82945522,33.75753208
1847,LWPolyline,"26,68",72.82948812,33.75753168
1848,LWPolyline,"26,67",72.82952101,33.75753127
1849,LWPolyline,"26,66",72.8295539,33.75753087
1850,LWPolyline,"26,65",72.82958679,33.75753046
1851,LWPolyline,"26,64",72.82961969,33.75753005
1852,LWPolyline,"26,63",72.82965258,33.75752965
1853,LWPolyline,"26,62",72.82968547,33.75752924
1854,LWPolyline,"26,61",72.82971836,33.75752884
1855,LWPolyline,"26,60",72.82975126,33.75752843
1856,LWPolyline,"26,59",72.82978415,33.75752802
1857,LWPolyline,"26,58",72.82981704,33.75752762
1858,LWPolyline,"26,57",72.82984993,33.75752721
1859,LWPolyline,"26,56",72.82988283,33.75752681
1860,LWPolyline,"26,55",72.82991572,33.7575264
1861,LWPolyline,"26,54",72.82994861,33.75752599
1862,LWPolyline,"26,53",72.8299815,33.75752559
1863,LWPolyline,"26,52",72.8300144,33.75752518
1864,LWPolyline,"26,51",72.83004729,33.75752478
1865,LWPolyline,"26,50",72.83008018,33.75752437
1866,LWPolyline,"26,49",72.83011307,33.75752396
1867,LWPolyline,"26,48",72.83014597,33.75752356
1868,LWPolyline,"26,47",72.83017886,33.75752315
1869,LWPolyline,"26,46",72.83021175,33.75752274
1870,LWPolyline,"26,45",72.83024464,33.75752234
1871,LWPolyline,"26,44",72.83027754,33.75752193
1872,LWPolyline,"26,43",72.83031043,33.75752153
1873,LWPolyline,"26,42",72.83034332,33.75752112
1874,LWPolyline,"26,41",72.83037621,33.75752071
1875,LWPolyline,"26,40",72.83040911,33.75752031
1876,LWPolyline,"26,39",72.830442,33.7575199
1877,LWPolyline,"26,38",72.83047489,33.75751949
1878,LWPolyline,"26,37",72.83050778,33.75751909
1879,LWPolyline,"26,36",72.83054068,33.75751868
1880,LWPolyline,"26,35",72.83057357,33.75751828
1881,LWPolyline,"26,34",72.83060646,33.75751787
1882,LWPolyline,"27,102",72.82836929,33.757518
1883,LWPolyline,"27,101",72.82840218,33.7575176
1884,LWPolyline,"27,100",72.82843507,33.75751719
1885,LWPolyline,"27,99",72.82846796,33.75751679
1886,LWPolyline,"27,98",72.82850086,33.75751638
1887,LWPolyline,"27,97",72.82853375,33.75751597
1888,LWPolyline,"27,96",72.82856664,33.75751557
1889,LWPolyline,"27,95",72.82859953,33.75751516
1890,LWPolyline,"27,94",72.82863243,33.75751476
1891,LWPolyline,"27,93",72.82866532,33.75751435
1892,LWPolyline,"27,92",72.82869821,33.75751394
1893,LWPolyline,"27,91",72.8287311,33.75751354
1894,LWPolyline,"27,90",72.828764,33.75751313
1895,LWPolyline,"27,89",72.82879689,33.75751273
1896,LWPolyline,"27,88",72.82882978,33.75751232
