OBJECTID,ROOM_ID,GRID_ID,SHAPE_AREA_SQFEET,TOTAL_ROOM_AREA_SQFEET
96,7,"179,47",100.00162452000,3015.01014171000
97,7,"179,46",19.05445247080,3015.01014171000
98,7,"180,53",27.62474412280,3015.01014171000
99,7,"180,52",100.00004388600,3015.01014171000
100,7,"180,51",100.00332269500,3015.01014171000
101,7,"180,50",100.00004388600,3015.01014171000
102,7,"180,49",100.00332269500,3015.01014171000
103,7,"180,48",99.99834578370,3015.01014171000
104,7,"180,47",100.00004390100,3015.01014171000
105,7,"180,46",19.06857058100,3015.01014171000
106,7,"181,53",18.14001939660,3015.01014171000
107,7,"181,52",60.72367185020,3015.01014171000
108,7,"181,51",65.31695305560,3015.01014171000
109,7,"181,50",69.90587447000,3015.01014171000
110,7,"181,49",74.49665543810,3015.01014171000
111,7,"181,48",79.08658535400,3015.01014171000
112,7,"181,47",83.68216402510,3015.01014171000
113,7,"181,46",16.49194156440,3015.01014171000
114,8,"182,53",10.57977701410,271.62451822900
115,8,"182,52",96.34089196370,271.62451822900
116,8,"182,51",39.16374474340,271.62451822900
117,8,"183,53",12.33938904150,271.62451822900
118,8,"183,52",77.52661391990,271.62451822900
119,8,"183,51",35.67227852070,271.62451822900
120,9,"182,51",20.48488545580,564.55915876600
121,9,"182,50",91.48817607250,564.55915876600
122,9,"182,49",87.60422156500,564.55915876600
123,9,"182,48",64.52131126410,564.55915876600
124,9,"183,51",18.33880528290,564.55915876600
125,9,"183,50",97.60894755760,564.55915876600
126,9,"183,49",100.00004390300,564.55915876600
127,9,"183,48",76.50214020150,564.55915876600
128,9,"184,50",0.00139252203,564.55915876600
129,9,"184,49",2.62307203225,564.55915876600
130,9,"184,48",5.38128751952,564.55915876600
131,10,"182,47",39.55311458010,92.51647319370
132,10,"183,47",49.00572455390,92.51647319370
133,10,"184,47",3.95667607456,92.51647319370
134,11,"181,56",4.71673253764,736.58146328800
135,11,"181,55",2.26696838908,736.58146328800
136,11,"181,54",0.10188661950,736.58146328800
137,11,"182,56",94.65447621410,736.58146328800
138,11,"182,55",100.00332270900,736.58146328800
139,11,"182,54",99.18943520020,736.58146328800
140,11,"182,53",44.61105784770,736.58146328800
141,11,"183,57",0.40922619704,736.58146328800
142,11,"183,56",99.14056406210,736.58146328800
143,11,"183,55",100.00004387200,736.58146328800
144,11,"183,54",99.99676520320,736.58146328800
145,11,"183,53",42.25886209940,736.58146328800
146,11,"184,57",0.12983597572,736.58146328800
147,11,"184,56",8.54875756558,736.58146328800
148,11,"184,55",13.46020325340,736.58146328800
149,11,"184,54",18.37285632250,736.58146328800
150,11,"184,53",8.71651090807,736.58146328800
151,12,"174,53",0.03820666856,69.35717815810
152,12,"175,54",21.24264030580,69.35717815810
153,12,"175,53",48.07766661690,69.35717815810
154,13,"175,56",41.91908421370,169.78083053400
155,13,"175,55",57.52639195650,169.78083053400
156,13,"176,56",29.59754150320,169.78083053400
157,13,"176,55",40.73732777000,169.78083053400
158,14,"172,56",0.29627760119,236.73398878900
159,14,"172,55",5.59074167574,236.73398878900
160,14,"173,56",57.73136031880,236.73398878900
161,14,"173,55",54.13001865300,236.73398878900
162,14,"174,56",59.40433574330,236.73398878900
163,14,"174,55",57.76305644630,236.73398878900
164,14,"175,56",0.27949361245,236.73398878900
165,14,"175,55",1.54029004385,236.73398878900
166,15,"172,54",5.06799811071,319.13636946700
167,15,"172,53",8.41271883302,319.13636946700
168,15,"173,55",6.02600249883,319.13636946700
169,15,"173,54",62.19748008570,319.13636946700
170,15,"173,53",84.68790457810,319.13636946700
171,15,"174,55",14.90316895800,319.13636946700
172,15,"174,54",78.70009546650,319.13636946700
173,15,"174,53",56.14779021120,319.13636946700
174,15,"175,55",0.69670159034,319.13636946700
175,15,"175,54",2.29939575033,319.13636946700
176,16,"174,51",3.59431333686,23.41011248500
177,16,"175,51",19.81571583160,23.41011248500
178,17,"172,50",38.03351492240,252.23238736200
179,17,"172,49",74.20933724950,252.23238736200
180,17,"172,48",71.03379584150,252.23238736200
181,17,"172,47",6.68953802667,252.23238736200
182,17,"173,50",12.60299556720,252.23238736200
183,17,"173,49",22.39415701060,252.23238736200
184,17,"173,48",24.85221906980,252.23238736200
185,17,"173,47",2.41530042923,252.23238736200
186,18,"173,51",53.75584613540,88.78438403340
187,18,"174,51",35.02878518860,88.78438403340
188,19,"174,50",56.92724791770,80.72776809460
189,19,"175,50",23.79962516610,80.72776809460
190,20,"169,56",7.50548002938,37.21192307550
191,20,"169,55",25.39756931160,37.21192307550
192,20,"170,56",0.81264216963,37.21192307550
193,20,"170,55",3.49643268359,37.21192307550
194,21,"168,55",10.60636485610,83.12422030210
195,21,"168,54",38.74371995840,83.12422030210
196,21,"169,55",8.73399582850,83.12422030210
197,21,"169,54",25.04083284170,83.12422030210
198,22,"168,54",1.11239999113,46.80992581540
199,22,"168,53",41.24932747010,46.80992581540
200,22,"168,52",4.44659693380,46.80992581540
201,23,"168,55",21.29302276350,24.23552413790
202,23,"169,55",2.94219179959,24.23552413790
203,24,"169,55",9.50242811096,154.02366333900
204,24,"169,54",22.69460108340,154.02366333900
205,24,"169,53",84.08728214320,154.02366333900
206,24,"169,52",0.59675171726,154.02366333900
207,24,"170,55",3.14365990221,154.02366333900
208,24,"170,54",13.63743461100,154.02366333900
209,24,"170,53",20.36248751760,154.02366333900
210,25,"164,53",11.85401634120,1937.78382120000
211,25,"164,52",59.17197596370,1937.78382120000
212,25,"164,51",59.78656129380,1937.78382120000
213,25,"164,50",60.40408061710,1937.78382120000
214,25,"164,49",61.01771001700,1937.78382120000
215,25,"164,48",61.63420480730,1937.78382120000
216,25,"164,47",23.99207140760,1937.78382120000
217,25,"165,53",29.29801843520,1937.78382120000
218,25,"165,52",100.00004390100,1937.78382120000
219,25,"165,51",99.99676523490,1937.78382120000
220,25,"165,50",100.00004387200,1937.78382120000
221,25,"165,49",99.99676520320,1937.78382120000
222,25,"165,48",100.00004390300,1937.78382120000
223,25,"165,47",31.37794080320,1937.78382120000
224,25,"166,53",40.81247647470,1937.78382120000
225,25,"166,52",100.00332267700,1937.78382120000
226,25,"166,51",100.00004390300,1937.78382120000
227,25,"166,50",100.00332270900,1937.78382120000
228,25,"166,49",100.00004393300,1937.78382120000
229,25,"166,48",100.00332267900,1937.78382120000
230,25,"166,47",22.40326155610,1937.78382120000
231,25,"167,53",43.99205185360,1937.78382120000
232,25,"167,52",85.05190892810,1937.78382120000
233,25,"167,51",84.55186337660,1937.78382120000
234,25,"167,50",84.05858626350,1937.78382120000
235,25,"167,49",83.55714003280,1937.78382120000
236,25,"167,48",83.06381459180,1937.78382120000
237,25,"167,47",11.75427090860,1937.78382120000
238,26,"166,47",5.32856836857,72.92938293420
239,26,"166,46",3.69321604669,72.92938293420
240,26,"167,47",42.36720151040,72.92938293420
241,26,"167,46",21.54094154380,72.92938293420
242,27,"164,47",16.16928204860,179.96877202600
243,27,"164,46",36.30361328700,179.96877202600
244,27,"165,47",33.90391209680,179.96877202600
245,27,"165,46",48.97962659400,179.96877202600
246,27,"166,47",21.44567471240,179.96877202600
247,27,"166,46",23.16528524320,179.96877202600
248,28,"164,54",69.67369601460,93.14763411040
249,28,"164,53",14.50463646540,93.14763411040
250,28,"165,54",7.64970832072,93.14763411040
251,28,"165,53",1.31916662413,93.14763411040
252,29,"164,58",4.99167955066,122.19489072500
253,29,"164,57",89.12911594300,122.19489072500
254,29,"165,58",1.73865025267,122.19489072500
255,29,"165,57",26.04445413980,122.19489072500
256,29,"165,56",0.29077430392,122.19489072500
257,30,"164,56",62.82497621020,239.53077253300
258,30,"164,55",85.57889863100,239.53077253300
259,30,"165,56",37.59636303630,239.53077253300
260,30,"165,55",53.53308816790,239.53077253300
261,31,"165,58",29.78335076190,68.57471047070
262,31,"165,57",22.42485813160,68.57471047070
263,31,"166,58",8.26310580220,68.57471047070
264,31,"166,57",8.10255604643,68.57471047070
265,32,"166,57",11.77698709900,54.65263795060
266,32,"166,56",42.87520749330,54.65263795060
267,33,"166,58",29.35625855130,51.28007959350
268,33,"166,57",21.92314718190,51.28007959350
269,34,"164,59",35.47638621270,63.70770652470
270,34,"165,59",28.23020238240,63.70770652470
271,35,"164,61",6.33008965925,68.92027668510
272,35,"164,60",62.59687528380,68.92027668510
273,35,"165,60",0.00323604901,68.92027668510
274,36,"168,60",28.08549025120,349.74626094700
275,36,"168,59",8.42393445414,349.74626094700
276,36,"169,60",92.25584557380,349.74626094700
277,36,"169,59",27.81442274440,349.74626094700
278,36,"170,60",92.54289193450,349.74626094700
279,36,"170,59",30.16712084730,349.74626094700
280,36,"171,60",52.61059572360,349.74626094700
281,36,"171,59",17.84472309680,349.74626094700
282,37,"168,59",5.75425272580,322.20358346400
283,37,"168,58",27.29260125760,322.20358346400
284,37,"169,59",20.30794554570,322.20358346400
285,37,"169,58",91.48806447840,322.20358346400
286,37,"170,59",16.19337996570,322.20358346400
287,37,"170,58",98.04218614260,322.20358346400
288,37,"170,57",0.18957813008,322.20358346400
289,37,"171,59",6.85168992871,322.20358346400
290,37,"171,58",54.14858145810,322.20358346400
291,37,"171,57",1.93766227193,322.20358346400
292,38,"168,57",23.16736943940,180.97013412500
293,38,"169,57",63.47762441600,180.97013412500
294,38,"170,57",60.20715642770,180.97013412500
295,38,"170,56",0.86260524003,180.97013412500
296,38,"171,57",31.77356352200,180.97013412500
297,38,"171,56",1.47770994207,180.97013412500
298,39,"168,63",2.31587996520,457.75620136400
299,39,"168,62",26.36250144590,457.75620136400
300,39,"168,61",12.29483658450,457.75620136400
301,39,"169,63",8.76205722696,457.75620136400
302,39,"169,62",100.00004390100,457.75620136400
303,39,"169,61",49.35611143860,457.75620136400
304,39,"170,63",8.70640329954,457.75620136400
305,39,"170,62",100.00162451900,457.75620136400
306,39,"170,61",53.80702519460,457.75620136400
307,39,"171,63",5.03111481308,457.75620136400
308,39,"171,62",57.97417431670,457.75620136400
309,39,"171,61",33.14717561990,457.75620136400
310,40,"168,65",8.21823792430,474.40069837700
311,40,"168,64",20.68784325000,474.40069837700
312,40,"168,63",5.14188544405,474.40069837700
313,40,"169,65",46.89809887820,474.40069837700
314,40,"169,64",99.99834579630,474.40069837700
315,40,"169,63",23.30046091740,474.40069837700
316,40,"170,65",43.47310791240,474.40069837700
317,40,"170,64",100.00004390100,474.40069837700
318,40,"170,63",26.10120569330,474.40069837700
319,40,"171,65",23.71637489470,474.40069837700
320,40,"171,64",59.59270358330,474.40069837700
321,40,"171,63",17.26768454370,474.40069837700
322,41,"171,61",0.14713458778,95.33500714060
323,41,"172,63",17.85424164160,95.33500714060
324,41,"172,62",53.70319101430,95.33500714060
325,41,"172,61",23.62902575240,95.33500714060
326,42,"172,60",5.64027376102,438.03269615000
327,42,"172,59",91.90923934720,438.03269615000
328,42,"172,58",89.70500065010,438.03269615000
329,42,"172,57",10.31635408730,438.03269615000
330,42,"173,60",9.88794947831,438.03269615000
331,42,"173,59",100.00004390100,438.03269615000
332,42,"173,58",99.99676523490,438.03269615000
333,42,"173,57",8.37131086962,438.03269615000
334,42,"174,60",1.39683675326,438.03269615000
335,42,"174,59",10.79111069180,438.03269615000
336,42,"174,58",9.45151948144,438.03269615000
337,42,"174,57",0.56574591039,438.03269615000
338,43,"172,61",0.51358259342,98.96629004270
339,43,"172,60",45.26258086480,98.96629004270
340,43,"173,61",0.91592567879,98.96629004270
341,43,"173,60",45.51115289320,98.96629004270
342,43,"174,61",0.13061242583,98.96629004270
343,43,"174,60",6.63299154847,98.96629004270
344,44,"175,60",4.23208914717,869.17009036500
345,44,"175,59",31.72499410730,869.17009036500
346,44,"175,58",33.32487854510,869.17009036500
347,44,"175,57",5.55113898218,869.17009036500
348,44,"176,60",13.05968988370,869.17009036500
349,44,"176,59",100.00332267700,869.17009036500
350,44,"176,58",100.00004390300,869.17009036500
351,44,"176,57",16.18692343270,869.17009036500
352,44,"177,60",12.02846511490,869.17009036500
353,44,"177,59",100.00004390100,869.17009036500
354,44,"177,58",99.99676523490,869.17009036500
355,44,"177,57",16.15656077540,869.17009036500
356,44,"178,60",10.99802912100,869.17009036500
357,44,"178,59",100.00332267700,869.17009036500
358,44,"178,58",100.00004390300,869.17009036500
359,44,"178,57",16.12778733110,869.17009036500
360,44,"179,60",4.81838995890,869.17009036500
361,44,"179,59",47.78699979640,869.17009036500
362,44,"179,58",49.13145247870,869.17009036500
363,44,"179,57",8.03871936854,869.17009036500
364,45,"180,59",73.17421844440,795.05210145100
365,45,"180,58",94.24118229290,795.05210145100
366,45,"180,57",33.83596517470,795.05210145100
367,45,"181,59",78.93950859410,795.05210145100
368,45,"181,58",99.99676523490,795.05210145100
369,45,"181,57",32.46572637270,795.05210145100
370,45,"182,59",81.56556422850,795.05210145100
371,45,"182,58",100.00004390300,795.05210145100
372,45,"182,57",28.41114243320,795.05210145100
373,45,"183,59",67.43156109010,795.05210145100
374,45,"183,58",83.78517956360,795.05210145100
375,45,"183,57",21.20397266730,795.05210145100
376,46,"180,63",0.47312176161,500.14941890700
377,46,"181,63",73.12715642790,500.14941890700
378,46,"181,62",97.09091253920,500.14941890700
379,46,"181,61",58.11865464800,500.14941890700
380,46,"182,63",72.58513059650,500.14941890700
381,46,"182,62",100.00004390100,500.14941890700
382,46,"182,61",59.06749284390,500.14941890700
383,46,"183,63",10.10937686590,500.14941890700
384,46,"183,62",17.60600481690,500.14941890700
385,46,"183,61",11.97363683340,500.14941890700
386,47,"180,60",4.20401992464,111.61532446000
387,47,"181,60",52.05836801310,111.61532446000
388,47,"182,60",48.94352618090,111.61532446000
389,47,"183,60",6.41272823877,111.61532446000
390,48,"180,62",27.17553032890,108.32869294600
391,48,"180,61",52.61421163080,108.32869294600
392,48,"180,60",28.53977791180,108.32869294600
393,49,"181,65",30.46740060870,197.01045131900
394,49,"181,64",57.48632082720,197.01045131900
395,49,"182,65",37.27840076170,197.01045131900
396,49,"182,64",67.47078027270,197.01045131900
397,49,"183,65",1.53598653465,197.01045131900
398,49,"183,64",2.76927332991,197.01045131900
399,50,"177,64",3.02285533625,419.04552872300
400,50,"177,63",1.46911968790,419.04552872300
401,50,"177,62",0.06128338231,419.04552872300
402,50,"178,64",89.40914823800,419.04552872300
403,50,"178,63",100.00332267900,419.04552872300
404,50,"178,62",74.60222087490,419.04552872300
405,50,"179,64",50.71079249740,419.04552872300
406,50,"179,63",57.26889931030,419.04552872300
407,50,"179,62",42.49171722060,419.04552872300
408,51,"173,65",69.97604213910,1734.94217251000
409,51,"173,64",81.61763706560,1734.94217251000
410,51,"173,63",82.43937880630,1734.94217251000
411,51,"173,62",83.25581160880,1734.94217251000
412,51,"173,61",21.39440059180,1734.94217251000
413,51,"174,65",87.53110826080,1734.94217251000
414,51,"174,64",100.00004390200,1734.94217251000
415,51,"174,63",100.00332268000,1734.94217251000
416,51,"174,62",100.00004390200,1734.94217251000
417,51,"174,61",24.27127299370,1734.94217251000
418,51,"175,65",88.61985977390,1734.94217251000
419,51,"175,64",99.99676523270,1734.94217251000
420,51,"175,63",100.00004390300,1734.94217251000
421,51,"175,62",99.99676523270,1734.94217251000
422,51,"175,61",22.89122567840,1734.94217251000
423,51,"176,65",89.71431840310,1734.94217251000
424,51,"176,64",100.00004390100,1734.94217251000
425,51,"176,63",100.00332267900,1734.94217251000
426,51,"176,62",100.00004390100,1734.94217251000
427,51,"176,61",21.51343003610,1734.94217251000
428,51,"177,65",35.61924928670,1734.94217251000
429,51,"177,64",39.35353164190,1734.94217251000
430,51,"177,63",39.33842804780,1734.94217251000
431,51,"177,62",39.32133091140,1734.94217251000
432,51,"177,61",8.07992739795,1734.94217251000
433,52,"173,66",48.65072802880,213.49944504100
434,52,"174,66",63.13899693510,213.49944504100
435,52,"175,66",62.26479470310,213.49944504100
436,52,"176,67",0.08899350158,213.49944504100
437,52,"176,66",39.35823391450,213.49944504100
438,53,"173,69",14.95673663330,193.54146612100
439,53,"173,68",42.93009670470,193.54146612100
440,53,"173,67",14.34112377650,193.54146612100
441,53,"174,69",28.67679673020,193.54146612100
442,53,"174,68",71.95484691630,193.54146612100
443,53,"174,67",20.68056776790,193.54146612100
444,54,"176,69",28.80617554720,277.42430095700
445,54,"176,68",83.25397955510,277.42430095700
446,54,"176,67",31.00629256290,277.42430095700
447,54,"177,69",25.67967190140,277.42430095700
448,54,"177,68",77.16582176820,277.42430095700
449,54,"177,67",31.51136550410,277.42430095700
450,55,"175,69",19.48481000950,82.11042505380
451,55,"175,68",47.62686938150,82.11042505380
452,55,"175,67",15.00063910480,82.11042505380
453,56,"176,41",30.04795568990,683.39554853900
454,56,"176,40",31.07399627770,683.39554853900
455,56,"176,39",6.85086493358,683.39554853900
456,56,"177,41",89.98733132930,683.39554853900
457,56,"177,40",100.00004390100,683.39554853900
458,56,"177,39",21.23595098990,683.39554853900
459,56,"178,41",92.56957420140,683.39554853900
460,56,"178,40",99.99676523270,683.39554853900
461,56,"178,39",17.67531494560,683.39554853900
462,56,"179,41",84.77745825110,683.39554853900
463,56,"179,40",95.22975358810,683.39554853900
464,56,"179,39",13.95105208110,683.39554853900
465,57,"180,42",2.94381126386,150.24846816100
466,57,"180,41",24.46903505430,150.24846816100
467,57,"181,42",6.03908860908,150.24846816100
468,57,"181,41",68.30829470710,150.24846816100
469,57,"182,42",2.60229190096,150.24846816100
470,57,"182,41",45.88538016160,150.24846816100
471,58,"180,40",26.33443300630,148.43187457600
472,58,"181,40",77.59333454110,148.43187457600
473,58,"182,40",44.50518261170,148.43187457600
474,59,"180,39",13.27684714850,1302.24400485000
475,59,"180,38",41.65619606900,1302.24400485000
476,59,"180,37",80.63964478080,1302.24400485000
477,59,"180,36",77.16140825800,1302.24400485000
478,59,"181,39",50.45195416680,1302.24400485000
479,59,"181,38",100.00004393300,1302.24400485000
480,59,"181,37",100.00332270900,1302.24400485000
481,59,"181,36",97.36615645320,1302.24400485000
482,59,"182,39",47.39311488200,1302.24400485000
483,59,"182,38",99.99676520320,1302.24400485000
484,59,"182,37",100.00004387200,1302.24400485000
485,59,"182,36",99.15219473580,1302.24400485000
486,59,"183,41",47.78395236740,1302.24400485000
487,59,"183,40",67.31183098530,1302.24400485000
488,59,"183,39",71.22735382680,1302.24400485000
489,59,"183,38",74.44260454730,1302.24400485000
490,59,"183,37",69.48773787400,1302.24400485000
491,59,"183,36",64.53531980460,1302.24400485000
492,59,"183,35",0.35989905866,1302.24400485000
493,60,"181,44",0.36269088018,91.38790886500
494,60,"181,43",13.30114904940,91.38790886500
495,60,"181,42",6.43139504500,91.38790886500
496,60,"182,44",1.86199691330,91.38790886500
497,60,"182,43",49.68261868550,91.38790886500
498,60,"182,42",19.74664166730,91.38790886500
499,61,"180,44",0.31201054716,128.86322319500
500,61,"180,43",52.62334661760,128.86322319500
501,61,"180,42",11.56315222130,128.86322319500
502,61,"181,43",51.44034112100,128.86322319500
503,61,"181,42",12.93448092250,128.86322319500
504,62,"157,32",7.90691737104,76.64588216420
505,62,"157,31",3.48611201955,76.64588216420
506,62,"158,32",50.65317724640,76.64588216420
507,62,"158,31",14.60030704720,76.64588216420
508,63,"156,32",14.60319115450,63.68571854780
509,63,"156,31",4.05238444444,63.68571854780
510,63,"157,32",33.02668896190,63.68571854780
511,63,"157,31",12.00394959500,63.68571854780
512,64,"156,36",11.23118078000,637.51419562800
513,64,"156,35",15.24566100280,637.51419562800
514,64,"156,34",18.66146038630,637.51419562800
515,64,"156,33",7.65140759723,637.51419562800
516,64,"157,36",94.89646944170,637.51419562800
517,64,"157,35",100.00004388600,637.51419562800
518,64,"157,34",100.00162452100,637.51419562800
519,64,"157,33",38.23269770520,637.51419562800
520,64,"158,36",64.83905701830,637.51419562800
521,64,"158,35",80.91993921690,637.51419562800
522,64,"158,34",76.16393243960,637.51419562800
523,64,"158,33",29.67263475770,637.51419562800
524,65,"159,34",51.42533472350,133.63561568500
525,65,"159,33",45.89158920320,133.63561568500
526,65,"160,34",19.01071606360,133.63561568500
527,65,"160,33",17.30732054460,133.63561568500
528,66,"159,36",71.47354435930,221.47762272600
529,66,"159,35",82.66267021160,221.47762272600
530,66,"159,34",4.91279154203,221.47762272600
531,66,"160,36",28.19666387520,221.47762272600
532,66,"160,35",32.16415520150,221.47762272600
533,66,"160,34",2.06593855972,221.47762272600
534,67,"156,38",3.69826881459,122.02321138100
535,67,"156,37",10.05087879300,122.02321138100
536,67,"157,38",19.37774382980,122.02321138100
537,67,"157,37",65.56441516960,122.02321138100
538,67,"158,38",4.82220773130,122.02321138100
539,67,"158,37",18.51010635090,122.02321138100
540,68,"158,38",4.44000325631,147.24413338000
541,68,"158,37",27.03810546540,147.24413338000
542,68,"159,38",11.77941552080,147.24413338000
543,68,"159,37",73.79493133230,147.24413338000
544,68,"160,38",3.46078851136,147.24413338000
545,68,"160,37",26.73226765090,147.24413338000
546,69,"160,38",2.71653226604,116.50830878900
547,69,"160,37",22.56964438970,116.50830878900
548,69,"160,36",7.89469495716,116.50830878900
549,69,"161,38",6.01865566925,116.50830878900
550,69,"161,37",57.52284778720,116.50830878900
551,69,"161,36",19.78617628320,116.50830878900
552,70,"159,33",15.18163087260,587.29858404600
553,70,"159,32",89.08053480860,587.29858404600
554,70,"159,31",23.48792602730,587.29858404600
555,70,"160,36",8.78816784872,587.29858404600
556,70,"160,35",25.97905579510,587.29858404600
557,70,"160,34",24.43360323490,587.29858404600
558,70,"160,33",32.96887096790,587.29858404600
559,70,"160,32",100.00004387200,587.29858404600
560,70,"160,31",29.62660898690,587.29858404600
561,70,"161,36",16.16219419790,587.29858404600
562,70,"161,35",52.35693324370,587.29858404600
563,70,"161,34",51.69879203770,587.29858404600
564,70,"161,33",51.03559120680,587.29858404600
565,70,"161,32",50.37656953350,587.29858404600
566,70,"161,31",16.11769157830,587.29858404600
567,71,"158,31",12.96351500410,68.87944629960
568,71,"158,30",19.21904142350,68.87944629960
569,71,"159,31",13.75989447570,68.87944629960
570,71,"159,30",22.93775356580,68.87944629960
571,72,"156,42",73.32350408390,81.62578525430
572,72,"156,41",8.30114283173,81.62578525430
573,73,"157,42",1.55733015529,51.94462676910
574,73,"157,41",50.38770223640,51.94462676910
575,74,"158,45",49.76276164450,204.66581941700
576,74,"158,44",42.42638514950,204.66581941700
577,74,"159,45",60.11364225540,204.66581941700
578,74,"159,44",52.36466430560,204.66581941700
579,75,"157,47",8.58691926128,129.74571461200
580,75,"157,46",33.38626694930,129.74571461200
581,75,"157,45",1.39873937298,129.74571461200
582,75,"158,47",16.71060774100,129.74571461200
583,75,"158,46",67.53848750130,129.74571461200
584,75,"158,45",2.12288641886,129.74571461200
585,76,"156,47",5.63169899521,97.19552444870
586,76,"156,46",43.49601784120,97.19552444870
587,76,"156,45",2.68874151216,97.19552444870
588,76,"157,47",3.74661752391,97.19552444870
589,76,"157,46",38.50252784840,97.19552444870
590,76,"157,45",3.12908475725,97.19552444870
591,77,"158,47",3.25829939748,79.50410474000
592,77,"158,46",2.42984736612,79.50410474000
593,77,"159,47",20.47009897320,79.50410474000
594,77,"159,46",53.34668399310,79.50410474000
595,78,"155,47",0.68131039768,95.42250339310
596,78,"155,46",75.71961482860,95.42250339310
597,78,"156,47",1.02618432918,95.42250339310
598,78,"156,46",17.99487724690,95.42250339310
599,79,"155,42",14.90417708980,65.90760310420
600,79,"155,41",23.92080091300,65.90760310420
601,79,"156,41",27.08373800800,65.90760310420
